url,name
"https://www.google.com/maps/place/Boston+Logan+International+Airport/@42.3656324,-71.0385378,9068m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89e37014d5da4937:0xc9394c31f2d5144!8m2!3d42.365602!4d-71.0096136!16zL20vMDFmMDd4?entry=ttu&g_ep=EgoyMDI1MDgwNS4wIKXMDSoASAFQAw%3D%3D","Boston Logan International Airport"
"https://www.google.com/maps/place/Worcester+Polytechnic+Institute/@42.2740527,-71.8080033,2270m/data=!3m3!1e3!4b1!5s0x89e4065a28462561:0xc06c3f06a04beefc!4m6!3m5!1s0x89e4065910373677:0xc6c3218673dc6dad!8m2!3d42.2740527!4d-71.8080033!16zL20vMDFxOTZx?entry=ttu&g_ep=EgoyMDI1MDgwNS4wIKXMDSoASAFQAw%3D%3D","Worcester Polytechnic Institute"
